Ind_ID,Year,Locale,Sex,Species,Copula,MatingSuccess,Eggs,TotalLength,WingLength,AbdomenLength,S4Width
2021_1273_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.92887,19.37138,25.63546,0.8306932
2021_1274_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,956,32.66947,20.6923,24.68188,1.133598
2021_1274_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,294,30.9,18.94,23.51,0.76
2021_1275_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.48645,19.4482,24.88298,0.7563787
2021_1276_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,408,33.6047,21.53051,25.58752,0.9785816
2021_1277_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.5762834,20.11455389,25.34374807,0.931581935
2021_1278_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,445,34.28008,21.09307,26.44581,1.010442
2021_1279_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.3051,20.28714,24.75296,0.8900284
2021_127_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,188,33.68349,21.54915,25.30482,0.9201744
2021_127_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.56,18.03,26.09,0.56
2021_1280_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,183,34.427,22.20791,26.70418,0.9381723
2021_1282_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,652,33.11029,19.93469,25.12656,0.9758796
2021_1283_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.11974,19.87757,25.86311,0.7971705
2021_1283_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,289,33.98,19.99,26.08,0.77
2021_1284_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,0,34.83893,22.29035,26.99309,1.098103
2021_1285_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,34.30665,21.09469,26.16441,0.9163403
2021_1285_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,385,33.87,19.23,25.96,0.8
2021_1286_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,45,35.00862,20.97771,26.5584,1.000815
2021_1287_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,34.33959671,20.10825179,26.43998549,0.982172744
2021_1287_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,349,32.92,19.88,25.19,0.81
2021_1288_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,14,34.43682,20.47882,26.16206,1.094087
2021_1288_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,202,33.24,19.59,25.51,0.8
2021_128_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.06857,19.83257,24.19139,0.8070463
2021_128_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.77,18.96,27.21,0.63
2021_1290_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,554,32.81936,20.03643,24.64606,1.090865
2021_1290_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,192,32.8,19.97,25.27,0.8
2021_1291_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.75885,19.34092,25.34194,0.7982738
2021_1292_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,0,32.52461,20.21412,24.40435,1.08925
2021_1292_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,1,31.79,19.79,24.23,0.8
2021_1293_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.78677,20.04622,25.61228,0.9008408
2021_1294_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,860,33.32777,21.73095,25.21185,1.010442
2021_1295_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.78959,20.2653,25.20651,0.8900284
2021_1296_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,654,34.81271,21.60079,26.82336,1.010442
2021_1296_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,0,33.41,20.28,25.73,0.76
2021_1297_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.29121,20.22069,25.37568,0.8495511
2021_1298_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,290,32.5414,20.62277,24.92786,0.9731701
2021_1298_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,363,31.78,19.93,24.24,0.85
2021_1299_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.77866084,20.60803864,26.02138851,0.938172288
2021_129_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,349,33.01158,20.55522,24.87714,0.9287432
2021_129_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.62,18.67,25.41,0.62
2021_12_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,522,31.64202,21.99449,23.28755,1.174778
2021_1300_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,18,33.7546,21.15565,25.60815,0.9972908
2021_1301_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,34.17119903,21.95824258,25.80829947,0.956751761
2021_1302_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,242,32.93925,20.42322,25.39399,1.014788
2021_1302_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,138,33.89,19.78,25.69,0.8
2021_1303_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.87583,23.79816,25.22585,0.843312
2021_1304_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,123,33.98182,21.26028,25.71472,0.9465782
2021_1305_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,33.66306543,20.60393808,25.93068153,0.923992546
2021_1306_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,5,30.54087,19.00974,23.1531,0.9830685
2021_1307_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,32.13088675,19.70809485,24.5582613,0.973170054
2021_1307_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,200,35.3,20.28,27.05,0.81
2021_1308_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,3,32.90456,20.32221,24.63395,0.9731701
2021_1308_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,381,31.97,19.69,24.32,0.78
2021_1309_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825155,NA,35.09903009,21.23256136,26.6462071,0.942851481
2021_130_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,33.34923,20.26474,25.17506,0.7470114
2021_130_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,34.12,18.56,26.51,0.57
2021_1310_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.23037,20.59967,25.72522,1.007826
2021_1311_Enallagma cyathigerum,2021,Rabydammen,Male,Enallagma_cyathigerum,0,0,NA,33.18661,21.68173,25.52605,0.8485145
2021_1312_Enallagma cyathigerum,2021,Rabydammen,Female,Enallagma_cyathigerum,1,1.429697,485,32.33837,19.46761,24.38645,0.9008408
2021_1313_Enallagma cyathigerum,2021,Rabydammen,Male,Enallagma_cyathigerum,1,2.041825,NA,33.19426,21.16064,25.01277,0.88507
2021_1314_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.28239,21.0668,24.8457,0.8391268
2021_1315_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.52894,20.56225,23.92453,1.014788
2021_1316_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.51267,21.27389,25.54207,1.03199
2021_1316_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,363,33.07,19.13,25.52,0.8
2021_1317_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.35904,19.59649,23.53702,0.9008408
2021_1318_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.49781,19.72309,24.45882,0.8820815
2021_1318_Ischnura elegans,2021,Genarp,Female,Ischnura_elegans,1,1.441304,413,32.99,19.32,25.18,0.8
2021_1319_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.8244,21.16804,24.52677,1.049747
2021_131_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,735,33.2345,20.65488,25.10536,0.9649958
2021_1320_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.80565,20.17834,23.92299,0.9076544
2021_1321_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.9498,19.97192,24.85647,0.9821727
2021_1322_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.45528,19.8379,24.51145,0.9758796
2021_1323_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.477,20.99243,25.61502,0.9659075
2021_1324_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.25549,21.92776,24.76537,1.010442
2021_1325_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.5605,19.7666,23.78554,0.8979049
2021_1326_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.81873,19.53427,24.10515,0.9686373
2021_1327_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,30.9496,19.86818,23.26747,0.9239925
2021_1328_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.71694,21.80325,25.44547,0.9659075
2021_1329_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.71188,21.36768,25.74017,0.9902052
2021_132_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,30.93686,19.63135,23.24385,0.7169503
2021_132_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.38,18.43,24.81,0.56
2021_1330_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.77884,19.13324,24.37869,0.8900284
2021_1331_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.99573,19.73153,24.07976,0.7916306
2021_1332_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.91796,23.72281,25.67303,1.181501
2021_1333_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.72959,21.35615,25.47911,0.9902052
2021_1334_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.08746,20.65343,25.27085,0.8275084
2021_1335_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.62677,19.90164,25.03163,0.843312
2021_1336_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.27517,21.19165,24.68837,0.9381723
2021_1337_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.69465,20.72252,25.38899,1.008699
2021_1338_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.79827,19.12418,24.86397,0.9972908
2021_1339_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.18672,20.55197,26.14631,1.051423
2021_133_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,859,31.59154,20.10339,23.73483,1.028572
2021_133_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.65,18.81,26.07,0.56
2021_1340_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.88429,19.62714,24.38631,0.9008408
2021_1341_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.26262,19.35952,23.7099,0.9211304
2021_1342_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.00287,19.98549,25.31192,0.9785816
2021_1343_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.81526,19.66137,24.19062,0.9287432
2021_1344_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.58243,20.99872,24.55253,0.8401751
2021_1345_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.88774,20.14328,24.66751,0.843312
2021_1346_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.27225,20.18069,25.11738,0.8820815
2021_1347_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.26938,20.54447,25.12498,0.8820815
2021_1348_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.6332,20.87529,25.44924,1.020842
2021_1349_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.61948,19.81477,24.27413,0.9830685
2021_134_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.31922,20.00662,24.13773,0.7713579
2021_134_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.42,17.42,25.04,0.61
2021_1350_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.25091,20.39009,24.68096,0.8443551
2021_1350_Ischnura elegans,2021,Genarp,Male,Ischnura_elegans,0,0,NA,32.68,17.84,25.23,0.51
2021_1351_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.30246,19.87757,24.68303,0.7982738
2021_1352_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.39039,21.45976,25.31807,1.007826
2021_1353_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.34938,20.09923,25.80564,1.008699
2021_1354_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.27516,20.85298,24.46069,1.008699
2021_1354_Ischnura elegans,2021,Genarp,Male,Ischnura_elegans,0,0,NA,31.96,17.61,24.52,0.55
2021_1355_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.78112,20.09201,24.69921,0.8146448
2021_1356_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.17206,19.18593,23.30874,0.9076544
2021_1356_Ischnura elegans,2021,Genarp,Male,Ischnura_elegans,0,0,NA,32.86,17.57,25.68,0.55
2021_1357_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.55478,19.60493,24.32111,0.9567518
2021_1358_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.07009,22.8639,25.22975,1.010442
2021_1359_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.41863,21.02787,25.24489,1.090865
2021_135_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,769,32.42708,21.69889,24.60417,0.9902052
2021_135_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.85,18.65,26.25,0.63
2021_1360_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.85995,20.28384,24.92676,0.9585899
2021_1361_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.35124,21.14803,26.18052,1.061421
2021_1362_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.7074,20.79477,23.92339,1.042174
2021_1362_Ischnura elegans,2021,Genarp,Male,Ischnura_elegans,0,0,NA,32.48,17.23,24.93,0.57
2021_1363_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.57395,20.05869,24.01226,0.8070463
2021_1364_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.61665,21.39296,25.54259,0.8608721
2021_1365_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.74409,18.95818,23.7935,1.075425
2021_1366_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.2313,20.67818,25.98114,1.010442
2021_1367_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.79773,20.37908,25.89879,0.9268458
2021_1368_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.11407,20.62004,25.24538,0.9686373
2021_1369_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,32.37973,20.0543,24.1832,1.028572
2021_136_Enallagma cyathigerum,2021,Krutladan,Male,Enallagma_cyathigerum,1,2.041825,NA,32.23718,19.52521,24.66804,0.7505378
2021_136_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.33,18.24,25.76,0.5
2021_1370_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,34.44267,21.76277,26.15738,0.951216
2021_1371_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,31.732,19.8773,24.2991,0.8443551
2021_1372_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,33.20291,21.69938,25.26329,0.9731701
2021_1373_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,0,0,0,30.16634,19.06222,22.80531,0.7505378
2021_1374_Enallagma cyathigerum,2021,Lunnarp,Female,Enallagma_cyathigerum,0,0,0,32.28236,19.17203,25.13241,0.9493636
2021_1375_Enallagma cyathigerum,2021,Lunnarp,Female,Enallagma_cyathigerum,0,0,0,33.70363,20.48518,25.45924,0.9686373
2021_1376_Enallagma cyathigerum,2021,Lunnarp,Female,Enallagma_cyathigerum,0,0,0,35.84724,22.70179,26.98214,1.129709
2021_1377_Enallagma cyathigerum,2021,Lunnarp,Female,Enallagma_cyathigerum,0,0,0,34.7238,22.63318,26.41751,1.078694
2021_1378_Enallagma cyathigerum,2021,Ilstorp,Female,Enallagma_cyathigerum,0,0,0,30.68768,19.88859,23.2105,1.056434
2021_1379_Enallagma cyathigerum,2021,Ilstorp,Male,Enallagma_cyathigerum,0,0,NA,33.17428,20.01999,25.30649,0.88507
2021_137_Enallagma cyathigerum,2021,Hoje_A_6,Male,Enallagma_cyathigerum,0,0,NA,31.36856,19.26253,23.44492,0.7713579
2021_137_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,33.2,18.47,25.38,0.6
2021_1380_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,35.22411621,21.42207081,27.24578963,0.92684585
2021_1380_Ischnura elegans,2021,Lunnarp,Female,Ischnura_elegans,1,1.441304,412,34.4,19.89,26.66,0.81
2021_1381_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.24627,19.27527,25.45312,0.8969241
2021_1382_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,31.45343,19.8331,24.52441,0.843312
2021_1383_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.32738,19.61534,25.8449,0.88507
2021_1383_Ischnura elegans,2021,Lunnarp,Female,Ischnura_elegans,1,1.441304,224,33.54,19.74,25.66,0.78
2021_1384_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.86723,20.57645,25.71236,0.8401751
2021_1385_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.22458,20.31506,24.61103,0.8810831
2021_1386_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.79889,20.33238,25.8657,0.9057129
2021_1387_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.3908,21.53223,25.4962,0.8495511
2021_1388_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.16109,20.07364,25.17835,0.88507
2021_1389_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,32.10014,20.79956,24.32111,0.8264441
2021_138_Enallagma cyathigerum,2021,Hoje_A_6,Female,Enallagma_cyathigerum,0,0,0,33.10484,21.6747,24.93358,0.9731701
2021_138_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,32.76,18.25,25.41,0.56
2021_1390_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.37202981,21.37209188,25.5676994,0.92684585
2021_1391_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,35.27571,21.73974,26.95142,0.8275084
2021_1392_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,33.75992,19.79508,25.57155,0.9163403
2021_1392_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,1,1.995702056,NA,32.36,17.52,24.99,0.55
2021_1393_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.79045488,21.05230186,26.64822195,0.975879581
2021_1394_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,0,0,NA,34.25504493,22.36945866,26.43212806,0.931581935
2021_1394_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,1,1.995702056,NA,31.91,16.83,24.78,0.47
2021_1395_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,581,34.34494,21.50118,26.05148,1.048909
2021_1395_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,1,1.995702056,NA,33.77,18.55,26.11,0.59
2021_1396_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,33.07034,20.12663,25.35847,0.8359742
2021_1397_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,35,32.10906,21.51199,24.99415,1.05226
2021_1397_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,33.49,18.11,25.86,0.56
2021_1398_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,30.61621,18.68358,23.07713,0.8264441
2021_1399_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,0,32.42192,20.99243,24.73749,0.951216
2021_1399_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,33.47,18.2,25.86,0.55
2021_139_Enallagma cyathigerum,2021,Hoje_A_6,Male,Enallagma_cyathigerum,0,0,NA,33.67448,21.48181,25.27461,0.9201744
2021_139_Ischnura elegans,2021,Vombs_Vattenverk,Male,Ischnura_elegans,0,0,NA,30.86,17.66,23.46,0.61
2021_13_Enallagma cyathigerum,2021,Krutladan,Female,Enallagma_cyathigerum,1,1.429697,27,31.11582,21.79469,23.11931,1.132821
2021_1400_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,30.95297,21.14616,23.79957,0.8275084
2021_1400_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,33.45,17.56,25.93,0.53
2021_1401_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,653,34.88463,21.7656,26.64835,0.9659075
2021_1401_Ischnura elegans,2021,Ladugardsmarken,Male,Ischnura_elegans,0,0,NA,34.82,20.69,26.63,0.71
2021_1402_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,32.79964,21.41739,24.90783,0.7598616
2021_1402_Ischnura elegans,2021,Ladugardsmarken,Female,Ischnura_elegans,0,0,0,33.33,20.11,25.67,0.72
2021_1403_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,681,32.00009,19.97637,24.32024,1.010442
2021_1403_Ischnura elegans,2021,Ladugardsmarken,Female,Ischnura_elegans,0,0,0,34.66,20.79,26.48,0.8
2021_1404_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,34.51081,19.44644,26.66318,0.7218442
2021_1404_Ischnura elegans,2021,Gunnesbo,Male,Ischnura_elegans,1,1.995702056,NA,32.79,18.03,25.35,0.55
2021_1405_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,381,32.60415,19.82844,24.78753,0.9686373
2021_1406_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825155,NA,34.37717941,21.32756784,26.82480508,0.978581606
2021_1407_Enallagma cyathigerum,2021,Vombs_Vattenverk,Female,Enallagma_cyathigerum,1,1.429697,142,33.98161,21.44232,25.72868,1.021704
2021_1407_Ischnura elegans,2021,Gunnesbo,Male,Ischnura_elegans,1,1.995702056,NA,34.75,18.75,26.84,0.56
2021_1408_Enallagma cyathigerum,2021,Vombs_Vattenverk,Male,Enallagma_cyathigerum,1,2.041825,NA,34.10156,18.61883,26.41117,0.9201744
